id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
1,Jaromir Jagr,FLA,R,82,1.1,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2,Shane Doan,ARI,R,74,0.3,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,12,2,1,0,1,1,0,0,0,0,0,0,0,-
3,Jarome Iginla,"COL, L.A",R,80,0.3,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-
4,Matt Cullen,PIT,C,72,158.03333333333,2,0,0,0,2,66.67,13,15.38,1.31,20,18,14,4,1,0,4,2,2,0,0,0,7,5,4,4,9,70,100,41.18
5,Zdeno Chara,BOS,D,75,266.18333333333,2,0,0,0,2,28.57,10,20.00,0.45,14,12,5,1,0,0,2,1,1,0,0,8,14,8,25,5,34,0,0,-
6,Michal Rozsival,CHI,D,22,23.483333333333,0,0,0,0,0,-,1,0.00,0.03,1,1,0,0,0,1,0,0,0,0,0,1,1,0,4,1,3,0,0,-
7,Shawn Thornton,FLA,L,50,0.11666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-
8,Joe Thornton,S.J,C,79,1.6666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,1,2,33.33
9,Patrick Marleau,S.J,"C, L",82,7.4,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,66.67
10,Marian Hossa,CHI,R,73,111.55,0,0,0,0,0,-,3,0.00,0.37,5,4,4,2,1,0,0,0,0,0,0,3,2,5,2,1,6,1,2,33.33
11,Jason Chimera,NYI,L,82,96.25,1,0,0,0,1,100.00,5,20.00,0.75,6,6,5,4,3,0,2,1,1,0,0,2,0,3,5,1,6,6,6,50.00
12,Brian Campbell,CHI,D,80,9.7333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-
13,Mike Fisher,NSH,C,72,113.61666666667,0,0,0,0,0,0.00,3,0.00,0.19,4,3,1,1,1,0,15,2,0,1,1,1,1,6,4,1,10,79,70,53.02
14,Mike Ribeiro,NSH,C,46,1.35,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,1,1,50.00
15,Francois Beauchemin,COL,D,81,236.01666666667,0,0,0,0,0,0.00,1,0.00,0.03,3,2,0,0,0,0,4,2,2,0,0,2,5,3,3,5,34,0,0,-
16,Brian Gionta,BUF,R,82,149.83333333333,1,1,1,0,2,100.00,8,12.50,0.5,12,9,5,2,1,0,0,0,0,0,0,1,2,8,1,2,5,4,8,33.33
17,Chris Neil,OTT,R,53,1.1833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,5,1,0,1,0,7,0,0,0,0,0,0,0,-
18,Andrei Markov,MTL,D,62,96.35,0,1,0,1,1,50.00,0,-,0,1,0,0,0,0,0,2,1,1,0,0,2,6,4,1,1,7,0,0,-
19,Daniel Sedin,VAN,L,82,9.8666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00
20,Henrik Sedin,VAN,C,82,13.416666666667,0,0,0,0,0,-,1,0.00,0.08,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,9,43.75
21,Chris Kelly,OTT,C,82,172.53333333333,1,0,0,0,1,100.00,5,20.00,0.21,7,6,1,1,2,0,2,1,1,0,0,0,3,4,1,3,16,45,80,36.00
22,Derek MacKenzie,FLA,C,82,174.16666666667,1,3,3,0,4,80.00,12,8.33,0.77,13,13,10,2,1,0,2,1,1,0,0,3,4,7,7,3,12,72,105,40.68
23,Henrik Zetterberg,DET,L,82,1.5833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
24,Radim Vrbata,ARI,R,81,20.983333333333,0,0,0,0,0,-,1,0.00,0.07,3,2,1,0,1,0,0,0,0,0,0,1,1,2,1,0,1,0,0,-
25,Joel Ward,S.J,R,78,105.01666666667,2,0,0,0,2,66.67,7,28.57,0.53,9,9,6,3,0,0,0,0,0,0,0,2,1,6,3,4,13,26,49,34.67
