id,player_name,team,position,age,dob,birth_city,birth_state,birth_country,nationality,height,weight,draft_year,draft_team,draft_round,draft_round_pick,total_draft_pick
68,John Gibson,ANA,G,26,1993-07-14,Pittsburgh,-,USA,-,75,207,2011,ANA,2,9,39
69,Malcolm Subban,BOS,G,26,1993-12-21,Toronto,-,CAN,-,74,215,2012,BOS,1,24,24
70,Andrei Vasilevskiy,T.B,G,25,1994-07-25,Tyumen,-,RUS,-,75,216,2012,T.B,1,19,19
71,Matt Murray,PIT,G,25,1994-05-25,Thunder Bay,-,CAN,-,76,178,2012,PIT,3,22,83
72,Jon Gillies,CGY,G,26,1994-01-22,Concord,-,USA,-,78,223,2012,CGY,3,14,75
73,Chris Driedger,OTT,G,25,1994-05-18,Winnipeg,-,CAN,-,76,205,2012,OTT,3,15,76
74,Joonas Korpisalo,CBJ,G,25,1994-04-28,Pori,-,FIN,-,75,191,2012,CBJ,3,1,62
75,Anthony Stolarz,PHI,G,26,1994-01-20,Edison,-,USA,-,78,230,2012,PHI,2,15,45
76,Connor Hellebuyck,WPG,G,26,1993-05-19,Commerce,-,USA,-,76,207,2012,WPG,5,9,130
77,Marek Langhamer,ARI,G,25,1994-07-22,Moravska Trebova,-,CZE,-,74,190,2012,PHX,7,3,184
78,Marek Mazanec,NSH,G,28,1991-07-18,Pisek,-,CZE,-,76,202,2012,NSH,6,28,179
79,Linus Ullmark,BUF,G,26,1993-07-31,Lugnvik,-,SWE,-,76,215,2012,BUF,6,12,163
80,Aaron Dell,S.J,G,30,1989-05-04,Airdrie,-,CAN,-,72,205,-,-,-,-,-
81,Andrew Hammond,OTT,G,32,1988-02-11,Surrey,-,CAN,-,74,223,-,-,-,-,-
82,Jared Coreau,DET,G,28,1991-11-05,Perth,-,CAN,-,78,214,-,-,-,-,-
83,Mike Condon,"OTT, PIT",G,29,1990-04-27,Holliston,-,USA,-,74,195,-,-,-,-,-
84,Antti Raanta,NYR,G,30,1989-05-12,Rauma,-,FIN,-,72,195,-,-,-,-,-
85,Antoine Bibeau,TOR,G,25,1994-05-01,Victoriaville,-,CAN,-,75,213,2013,TOR,6,21,172
86,Kristers Gudlevskis,T.B,G,27,1992-07-31,Aizkraukle,-,LVA,-,75,188,2013,T.B,5,3,124
87,Juuse Saros,NSH,G,25,1995-04-19,Forssa,-,FIN,-,71,180,2013,NSH,4,8,99
88,Tristan Jarry,PIT,G,24,1995-04-29,Surrey,-,CAN,-,74,194,2013,PIT,2,14,44
89,Eric Comrie,WPG,G,24,1995-07-06,Edmonton,-,CAN,-,73,175,2013,WPG,2,29,59
90,Spencer Martin,COL,G,24,1995-06-08,Oakville,-,CAN,-,75,200,2013,COL,3,2,63
91,Pheonix Copley,STL,G,28,1992-01-18,North Pole,-,USA,-,76,200,-,-,-,-,-
92,Alex Nedeljkovic,CAR,G,24,1996-01-07,Parma,-,USA,-,72,189,2014,CAR,2,7,37
93,Jorge Alves,CAR,G,41,1979-01-30,Boston,-,USA,-,69,188,-,-,-,-,-
94,Charlie Lindgren,MTL,G,26,1993-12-18,Lakeville,-,USA,-,73,180,-,-,-,-,-
95,David Rittich,CGY,G,27,1992-08-19,Jihlava,-,CZE,-,75,206,-,-,-,-,-
